"","Start_Date","mean","q10","q50","q90"
"42",2020-02-11,21492.1713399119,15348.9520260603,22239.9173797768,23631.3617931951
"43",2020-02-12,24560.2421137332,19350.2523952085,24000.1988249197,28430.1165278007
"44",2020-02-13,25031.5639733757,21619.486081518,24991.8567372074,28422.7740857106
"45",2020-02-14,23486.7975598027,20813.4898743517,22983.4080557287,27069.3960714977
"46",2020-02-15,17762.3346936126,15831.7229747953,17133.4329466908,21187.2991061765
"47",2020-02-16,18501.540403701,16335.6982495995,18058.1696601741,21304.1680530428
"48",2020-02-17,25968.0699907237,17430.0212761855,26627.7837255677,30607.2008214921
"49",2020-02-18,21527.5857993271,15446.677759582,21580.1147253208,24283.3965898311
"50",2020-02-19,25163.6831408246,20774.1825181318,25602.6193626309,28513.2355466433
"51",2020-02-20,25439.2430736526,22593.4709382988,25426.7006206593,28552.6864270701
"52",2020-02-21,24289.6416930049,21483.0575259669,24079.791839949,27164.9504722694
"53",2020-02-22,18345.6384153783,16340.051068725,17954.4314424921,20692.433370319
"54",2020-02-23,18840.1908796831,16108.1519427408,19264.627996057,20770.0863012018
"55",2020-02-24,27404.935549835,23676.7296865559,27625.2897300725,29941.4473324796
"56",2020-02-25,22207.6964804444,20581.6049079757,22224.0889379455,23286.7594659547
"57",2020-02-26,24176.2516581502,19512.5802227148,24520.7128856808,25996.2134312585
"58",2020-02-27,25285.7448655307,22830.922845818,25139.9336729938,28005.907613973
"59",2020-02-28,24250.7778566277,22455.4868235487,24498.0047734995,25552.4430474154
"60",2020-02-29,18115.667601401,11180.8440762545,18618.54194722,21049.0312485821
"61",2020-03-01,18869.5118532809,15762.4456349727,19419.4435318623,20731.219950963
"62",2020-03-02,27746.0304073888,23925.2627172752,28279.3361043167,29760.4012698634
"63",2020-03-03,21502.404189385,18814.6737851626,20752.6237025254,23635.1417031521
"64",2020-03-04,24017.8705440833,19239.3806401283,25088.5083793958,26418.5224197688
"65",2020-03-05,24358.8192577289,21702.0845203461,24454.7546867477,26658.7844108356
"66",2020-03-06,22915.4149734321,20706.2392405722,23209.4674466047,25236.7792912776
"67",2020-03-07,17524.0658818474,14904.436121186,17434.577693095,19446.9845319841
"68",2020-03-08,18084.0951577251,15747.1508751791,18236.8256032199,19618.1404899741
"69",2020-03-09,26116.5022042012,22512.0465013243,26787.8770408917,28212.5134126115
"70",2020-03-10,20563.6042075296,16099.2250740054,21040.0247417432,22485.7795309921
"71",2020-03-11,24267.8015908405,21333.2381226805,24122.4689112832,26782.2379883762
"72",2020-03-12,25575.0096886778,23888.8079913731,25121.225732176,27425.6411653643
"73",2020-03-13,24062.6788924095,21429.2110978634,24341.8102783893,25519.0480710274
"74",2020-03-14,16836.152072381,12443.8313906971,17914.2284039357,18981.8312048223
"75",2020-03-15,17854.0878184509,14312.5111097323,18118.1080417023,20408.5013708004
"76",2020-03-16,26985.8330752672,24953.4025464442,26507.4653061257,30252.6910062466
"77",2020-03-17,21259.5568869092,18129.7668140504,21524.0184150322,23580.2431639337
"78",2020-03-18,24660.8420502986,20793.0552510593,25372.3023275162,26331.9845437927
"79",2020-03-19,25173.2911854485,22663.5975324663,24819.3245680594,28114.5978558962
"80",2020-03-20,23985.46685056,21661.2456300615,23655.2434474003,26428.7138726547
"81",2020-03-21,17799.7063379176,13922.3856030167,18349.7662695337,20364.6210533155
"82",2020-03-22,18660.7738983688,16117.9701400533,18941.1455182308,20785.6523256542
"83",2020-03-23,26883.3480079544,19243.4955727668,27570.7897093101,29636.5004760205
"84",2020-03-24,21950.6963031138,18084.3909630162,22213.2811220614,24204.1756395131
"85",2020-03-25,24869.8786656469,21272.1856051886,25091.3026750217,27709.2909348425
"86",2020-03-26,26193.0651000412,22647.190954511,26203.6059125757,28881.2609762016
"87",2020-03-27,24947.4508909857,23632.9644523674,24792.7904822561,26320.337469947
"88",2020-03-28,18596.0785989306,16229.409753697,18347.4169781738,20464.7846271016
"89",2020-03-29,19167.459572912,15550.061896352,19595.2232325885,21213.9017848567
"90",2020-03-30,26945.38571513,24340.92915328,27420.5103198369,28825.0092806892
"91",2020-03-31,21694.9040051899,20033.8479244509,21971.7961620945,22743.8848748556
"92",2020-04-01,25545.9829172737,23838.8972638145,25504.3358229964,27060.6119900539
"93",2020-04-02,26320.8137138596,24769.6522755224,26120.1687104116,28031.7971055262
"94",2020-04-03,24636.3153275094,21784.865976481,24759.8163231748,26597.8787146635
"95",2020-04-04,18453.4085080109,16122.4322888763,18797.6971037255,19834.7215963619
"96",2020-04-05,17880.7190696113,12153.4491188886,18660.7297916446,20335.3622748793
"97",2020-04-06,26381.9567683184,20226.4850975412,26431.134775176,29253.8389152437
"98",2020-04-07,21649.1170472558,18715.3880020582,21656.3354816962,24157.1936204123
"99",2020-04-08,23417.6706820789,20599.1402602843,22849.6818992614,26515.2261190901
"100",2020-04-09,25503.8414104764,20636.7379551408,25881.8266854325,27779.0438390623
"101",2020-04-10,23918.557177663,20202.7513073957,24719.3409035408,26083.5147178002
"102",2020-04-11,18186.0466583875,16492.6048326898,18370.8985766772,20094.3221024762
"103",2020-04-12,18382.5171127087,15518.5279212399,18715.4968272432,20361.6989562556
"104",2020-04-13,27708.1508986393,26115.0369672606,27743.8572424971,29248.3947849458
"105",2020-04-14,21838.2580245598,19873.5306980238,21824.9964950446,23618.3779995222
"106",2020-04-15,25295.4241842729,21789.7885263028,25538.5382834673,27974.7024619073
"107",2020-04-16,25687.8960214944,22930.4032397391,26365.304356673,28145.1847183378
"108",2020-04-17,24388.7308266891,22033.8112133672,23738.6812779012,27191.0574533229
"109",2020-04-18,18621.9571910242,16762.6522004145,18301.7952285361,20557.4556218229
"110",2020-04-19,19423.3139236511,17615.9620009718,19537.8381886079,21053.4168840885
"111",2020-04-20,27820.8265833675,24786.0588862386,28035.5179581764,30102.2181954364
"112",2020-04-21,21720.2575814047,15012.9603916236,22011.4204645741,24253.8918128862
"113",2020-04-22,24246.6248403441,22531.6981198365,23876.8421152639,26338.7677738407
"114",2020-04-23,24585.9614584543,22622.3479594305,25000.7732873406,25781.5403059494
"115",2020-04-24,23172.7812809667,20071.5756803951,23873.8818608417,24861.8056560056
"116",2020-04-25,18244.5243354809,16771.117133161,18021.5320332268,19700.743681011
"117",2020-04-26,17684.3389100945,10815.8264756341,18164.0757986027,20449.4474916992
"118",2020-04-27,26132.6784221915,22231.3572573296,26620.4524911953,27922.1944076311
"119",2020-04-28,21658.6877388442,17416.7332216368,22032.5993379936,24538.4595097625
"120",2020-04-29,25182.6165779811,22764.7881321303,25314.94081222,26967.7942529407
"121",2020-04-30,25582.0550998701,23621.8759260339,25281.365266059,27412.5059432986
"122",2020-05-01,24004.2245061718,21593.2516050515,23944.9506571857,26800.0052379751
"123",2020-05-02,17944.5443784961,15673.7247429806,17860.1844055371,20871.8958147759
"124",2020-05-03,18635.0635831344,17448.850781097,18795.021283255,19656.3465069397
"125",2020-05-04,27457.5363131851,24958.7186823837,27582.4271721768,29979.2065800902
"126",2020-05-05,21581.1815946012,20361.5784884756,21440.4463680727,23044.1399217592
"127",2020-05-06,24400.6974696052,21369.3657344941,24599.2488112645,27946.1456714456
"128",2020-05-07,24440.3898560817,19890.4248085121,24382.7400510581,27986.9408933469
"129",2020-05-08,24196.4631195352,20922.6030937885,24558.306244547,25779.5457295676
"130",2020-05-09,18144.4932979051,15626.2135355629,18175.5585688269,19974.9667118165
"131",2020-05-10,17976.4466244589,15705.2100080974,18330.8478737282,20029.1812505576
"132",2020-05-11,27051.1208633967,24781.4560534358,26879.353549764,29293.6310021968
"133",2020-05-12,22745.5427433877,21348.8369200432,22596.0959753433,24076.4532262471
"134",2020-05-13,25602.4193928008,22882.8025649185,25990.0729190815,27421.905758791
"135",2020-05-14,25495.3202303026,23087.5136341432,25316.6069984765,28431.8343509604
"136",2020-05-15,23191.1641357237,16282.3875752042,23768.4871624873,25833.4069740336
"137",2020-05-16,18831.835212838,15583.7439513016,19232.4691189129,22040.5072785306
"138",2020-05-17,19359.9441639612,17143.2263153497,19573.4986299718,20880.988092629
"139",2020-05-18,26981.2368310894,19328.0498298502,27825.428563639,29807.5548634492
"140",2020-05-19,21390.5381410277,16070.7120962901,22330.8948706175,24127.5804883152
"141",2020-05-20,24263.3714614658,20785.1103341675,24745.5992429618,26718.2926268327
"142",2020-05-21,25236.570888899,22575.7972539434,25387.3115822017,27541.7236939261
"143",2020-05-22,23968.0907808878,21251.8159697635,24262.7713575967,25840.0498610817
"144",2020-05-23,17879.1833135559,16466.3729204992,17731.1075201727,19350.9374359431
"145",2020-05-24,17930.1354600146,16615.9139464273,17580.7727079799,19727.6048081078
"146",2020-05-25,26611.4876126112,23871.2259441493,26591.2552090205,28747.1647158446
"147",2020-05-26,20476.5399917457,14666.3812109615,21066.6993557569,23049.1973349533
"148",2020-05-27,23309.7225541603,21074.8216544396,22532.7305659451,26133.6310854733
"149",2020-05-28,24496.5248649857,21764.9699407566,24122.1320445384,26882.1395736292
