"","Start_Date","mean","q10","q50","q90"
"1",2020-01-01,11815.3885205516,9111.31763050614,9524.06344357384,14437.1201333586
"2",2020-01-02,11561.3664226434,9398.59636484686,9530.81592064929,13703.5260401965
"3",2020-01-03,12820.900260753,12604.5281474854,12796.0819697378,13002.204757485
"4",2020-01-04,7691.80705502224,7625.40943180528,7631.01465300803,7815.58951853897
"5",2020-01-05,10391.3934560393,8621.43174397357,8800.54163399939,12078.0481649796
"6",2020-01-06,14030.3291076285,13090.1527094362,13196.1599970946,15017.2035268678
"7",2020-01-07,15932.0526057632,15033.3242404074,15143.0542433993,16786.4156618769
"8",2020-01-08,14579.3353837657,14338.2654044745,14516.3805089486,14907.6923380724
"9",2020-01-09,13915.9062019343,11376.9730381068,11849.0969249912,16272.1826152779
"10",2020-01-10,16355.9162016784,14140.7931177946,14613.6948355511,18752.6897157982
"11",2020-01-11,9424.17126119091,9076.72146336542,9243.05774361404,9792.26374408253
"12",2020-01-12,9446.3293276695,8863.91377492072,9345.07249986781,9822.94782810513
"13",2020-01-13,13871.8805133079,13552.2062872529,13740.7899710576,14240.9402521189
"14",2020-01-14,14211.7970056888,12675.8569705668,12813.8137996157,15854.5207906613
"15",2020-01-15,11756.0975835398,11589.2774391755,11610.8714225254,11990.6640722766
"16",2020-01-16,12035.2019216216,10926.8447222037,11175.2271631564,13129.045586907
"17",2020-01-17,14130.3394444827,13282.0063385692,13366.7872920561,15133.613299885
"18",2020-01-18,8681.09754325272,8473.11639149497,8627.27236021538,8860.3387198571
"19",2020-01-19,9605.25912879871,9061.23030035737,9164.90499303566,10494.6125988287
"20",2020-01-20,14625.8306090347,13486.1458538491,13753.9295978066,16102.0851002668
"21",2020-01-21,14740.6149117202,14449.8623144953,14455.63610223,15065.1912347166
"22",2020-01-22,14041.4335745552,13042.5568444981,13487.3121026915,14837.3547025396
"23",2020-01-23,13648.031607083,13534.3364935281,13542.3473802827,13860.1935348889
"24",2020-01-24,11280.9814956854,6796.47684324485,6884.87638230803,15784.6587333296
"25",2020-01-25,7603.08441811063,5160.27589960882,5173.7034571359,10189.0504610782
"26",2020-01-26,8889.37897291464,7765.85910648659,8441.65799203552,9863.04695045846
"27",2020-01-27,12474.7853441036,10808.5587444057,11150.6064259711,14064.8244659886
"28",2020-01-28,13163.6569481051,12069.6057682657,12515.0707476591,14265.4549750872
"29",2020-01-29,12492.3806392934,12136.6904829805,12280.6939820719,12886.2601323757
"30",2020-01-30,12761.8260746587,11131.6342046876,11685.3122005006,14291.3423999488
"31",2020-01-31,14207.0243648286,12700.2627220032,13365.3616161086,15451.2291275203
"32",2020-02-01,8079.04666759014,7465.71820069789,7494.42119850688,8703.54480824074
"33",2020-02-02,8643.87178341593,7768.98497671043,7971.16123866625,9714.32562081016
"34",2020-02-03,14525.2289207568,14144.7894524097,14310.4062633163,14892.323960336
"35",2020-02-04,13482.1410175134,12691.0442741642,12848.3900747602,14459.455424957
"36",2020-02-05,13323.6080769583,12835.4921844012,13087.4176673488,13726.1898352
"37",2020-02-06,13844.540438454,13318.6673524426,13520.5697058655,14369.9553758152
"38",2020-02-07,15205.8208921288,14333.5958188721,14404.4286344463,16267.7385276548
"39",2020-02-08,9673.70793117591,8882.61073868979,9023.1402625202,10845.6469944337
"40",2020-02-09,9224.28308880108,8954.36878391397,9023.52895314399,9482.82333842162
"41",2020-02-10,13927.4721477782,13588.4773130197,13592.5796730372,14306.0649011264
"42",2020-02-11,14469.733714985,13782.648200436,13964.7522748186,15368.69561042
"43",2020-02-12,13646.9002352932,13109.3847677987,13465.936027258,14023.3518161714
"44",2020-02-13,15461.8245548049,14408.0248921693,15193.7694410778,16285.4415354227
"45",2020-02-14,15396.8690513632,15258.9435168579,15321.8036039613,15583.0719029249
"46",2020-02-15,9338.89467409691,8946.13216396568,9185.78067926598,9647.13270141216
"47",2020-02-16,9320.80574935666,7362.02504549368,8012.71001623492,11099.6945892309
"48",2020-02-17,13014.9906215547,12001.484941726,12272.1363246257,13953.2631177354
"49",2020-02-18,15278.0789264037,14214.8388839301,14882.0171733971,16015.5004919913
"50",2020-02-19,13071.4730999983,12139.0894834672,12185.6000804499,14105.3119936351
"51",2020-02-20,15906.2017021372,15274.6640653315,15847.0221030001,16507.2176779244
"52",2020-02-21,16759.3480671609,16330.6840118707,16392.9639786556,17158.3544916376
"53",2020-02-22,8526.04634142003,7964.32970725161,8636.40919254738,8797.29272150134
"54",2020-02-23,8566.90738892229,8028.65205462115,8290.81057992161,9058.45874769674
"55",2020-02-24,13197.0626469523,12714.6656015586,13311.2246560677,13443.2113042257
"56",2020-02-25,15435.4442145219,13725.693712017,13805.9092639914,17445.518570014
"57",2020-02-26,14091.5283924939,13447.1075591919,13525.2152137853,14697.0969089893
"58",2020-02-27,14002.080931534,13914.5914634151,14005.4022439639,14079.4011059018
"59",2020-02-28,13913.4653533235,13029.1992691794,13352.3490917143,14863.2930026679
"60",2020-02-29,9162.00147993754,8137.45443152374,8258.79979676022,10255.579579736
"61",2020-03-01,9818.51139135806,8679.92503452456,9145.46445644869,11163.5647762581
"62",2020-03-02,14772.5956158615,12986.7915177916,13361.6966187302,16397.3539171041
"63",2020-03-03,15950.485984002,13770.3291516189,14144.7904030278,17982.387804549
"64",2020-03-04,12243.9094706071,9972.21081053731,10169.7194438205,14701.242830783
"65",2020-03-05,15563.9155414925,13112.2715777379,13342.2164211412,17998.8223978788
"66",2020-03-06,15677.0271920535,12881.2719224349,13283.2875487816,18277.0094694637
"67",2020-03-07,9479.80305317063,7126.88168490759,7614.36143711899,12003.2589589118
"68",2020-03-08,10615.8947399359,9497.59404381305,9687.99980261287,11939.338112743
"69",2020-03-09,15068.664661949,13192.8003250119,13395.6234364061,17066.7301771351
"70",2020-03-10,14778.4994574645,12985.4068894272,13078.568983151,16624.685500924
"71",2020-03-11,14187.7856714529,12324.4531964635,12658.2797718433,15898.4393722666
"72",2020-03-12,14447.568622863,13966.7379131142,14131.7332820754,14850.7316772448
"73",2020-03-13,16579.8186165432,15010.4176258255,15327.2447410639,18048.0962766327
"74",2020-03-14,9532.06444344824,8073.76161151829,8416.38626517112,11027.9713109749
"75",2020-03-15,9871.53069250306,8183.5218880637,8401.6064845849,11997.2774842393
"76",2020-03-16,13148.0118368671,12922.6991884611,12927.7643493328,13748.8194772118
"77",2020-03-17,15160.339483362,14000.3974100558,14015.7671125788,16544.3637592256
"78",2020-03-18,12971.8470500997,12389.4784521699,13052.4434300992,13381.3367409012
"79",2020-03-19,14444.4180231845,14004.122245945,14120.9232853877,14926.2682669824
"80",2020-03-20,14865.2384327889,12750.8327594962,13160.9813601248,16902.7925488715
"81",2020-03-21,9745.90803200468,8735.8393730015,9322.50676804487,10647.2461953428
"82",2020-03-22,10501.8795071971,9499.45933723436,9913.64241249301,11828.8992745427
"83",2020-03-23,12763.3447419168,11722.2988795709,11837.7274690125,13998.0801105512
"84",2020-03-24,14528.8260020532,12790.6086837533,13370.6768709107,16241.9735614318
"85",2020-03-25,13806.017010535,13145.3956893194,13252.2461513349,14604.3000303898
"86",2020-03-26,12893.8817173372,11716.2399967576,12421.3629126424,13913.7884314553
"87",2020-03-27,13953.3728541161,13105.5598286066,13536.0609873983,14675.211667448
"88",2020-03-28,9107.96138230784,8623.89521730486,8711.82454312447,9745.86050334527
"89",2020-03-29,6862.10939006559,5663.08160505557,6203.35585757287,7988.19428410812
"90",2020-03-30,10798.7078919939,9398.45217894694,9520.74617681675,12286.5374300925
"91",2020-03-31,15287.7509795033,12157.3715002817,12273.1984154218,18377.8958500174
"92",2020-04-01,13338.6092719107,11845.8290117021,12114.0848724131,14865.0764849997
"93",2020-04-02,15446.0672126868,15082.32756939,15099.8205316151,16152.6512230463
"94",2020-04-03,15538.967159788,14326.484062843,14371.95575171,16894.5296683286
"95",2020-04-04,9772.32656347172,9434.04685954574,9649.70929154963,10029.9957095136
"96",2020-04-05,9735.49121613293,9285.71275072669,9561.77473138435,10062.4107894283
"97",2020-04-06,16115.10458228,14600.380358843,14632.5410978492,17852.6404701454
"98",2020-04-07,17617.025980788,17267.2024373143,17397.7014890961,18123.209782045
"99",2020-04-08,14424.2687329462,13224.5455880385,13581.3614106819,15614.3384652778
"100",2020-04-09,15041.3886554622,14586.4129916241,14725.6126176035,15495.3828981862
"101",2020-04-10,15881.3748670433,15474.5441898147,15562.4196683638,16358.0758391999
"102",2020-04-11,9201.21883332249,7659.77120148229,7662.89963309993,10804.142970881
"103",2020-04-12,9789.12368716376,8377.25844249375,8503.37819720423,11275.6352748418
"104",2020-04-13,14168.9997575762,13535.9631973159,13741.2195898489,14889.5280267386
"105",2020-04-14,14289.2963902752,12493.9847327438,12660.7295767088,16275.4460561929
"106",2020-04-15,8155.51404847058,4607.70855726395,4707.95154744537,11729.2506129687
"107",2020-04-16,11096.8188462711,9878.12630397504,10392.07740679,12137.7764771374
"108",2020-04-17,14205.8798521662,13721.6531596936,13787.199836164,14790.7451222801
"109",2020-04-18,9789.04574708574,8895.69237367381,9559.87823410525,10383.8964019058
"110",2020-04-19,9834.39094248963,9690.36346765625,9813.73581295733,10004.5164478664
"111",2020-04-20,13173.8010408853,12088.495228142,12137.6698114031,14326.7190006855
"112",2020-04-21,14867.6224603057,14566.5243240239,14579.5446538049,15269.6863245792
"113",2020-04-22,11504.5975970371,11270.1188840731,11280.5368610839,11740.6461579194
"114",2020-04-23,10472.03014674,7230.07303931273,7234.76189261348,13992.6115909227
